PIN,Property_Address,Property_Class,Census_Tract,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Walkscore,Walkfac,Sale_Price,Total_Baths,Log_Sale_Price
1.22421E+13,3811 N OKETO AVE,203,170400,1-story,5,3,Partial,0,0,1480,3900,80,-87.8117738,41.9491746,64,Somewhat Walkable,289000,1,12.57418197
3.30731E+13,11133 S NORMAL,203,828506,1-story,6,3,Partial,0,1,1043,6050,34,-87.6348523,41.6914547,64,Somewhat Walkable,169900,1.5,12.04296531
2.25308E+12,2503  SCHOOL DR ROLLING MEADOWS,203,803902,1,7,4,Full,0,1,1180,11770,52,-88.01801402,42.08354394,54,Somewhat Walkable,274000,2,12.52088339
1.63211E+13,3143 S HARVEY,202,815200,1-story,5,2,Full,0,0,989,3780,85,-87.7791196,41.8346253,55,Somewhat Walkable,229000,1,12.34147728
1.51541E+13,1822 S 9TH AVE,202,817700,1-story,5,2,Full,1,0,950,5360,81,-87.843752,41.8705713,52,Somewhat Walkable,187500,1,12.14153412
1.22441E+13,3434 N OLEANDER AVE,202,170800,?,6,4,Full,0,0,998,3990,70,-87.8157291,41.9423954,68,Somewhat Walkable,125000,1,11.73606902
6.35115E+12,105 N CHASE AVE BARTLETT,202,804505,1,5,2,Partial,0,1,993,7980,55,-88.17615369,41.99534628,38,Car-Dependent,164000,1,12.00762171
3.30511E+13,18733 HENRY ST,203,828505,1-story,6,3,Partial,0,0,1115,6765,48,-87.5342345,41.5550439,32,Car-Dependent,99800,1,11.51092346
1.02012E+13,8429  MORTON AVE MORTON GROVE,202,808301,1,5,2,Full,0,1,996,5725,58,-87.77858719,42.0347252,69,Somewhat Walkable,222500,1,12.31268238
9.2012E+12,1155  WALNUT ST DES PLAINES,205,806300,2,6,4,Full,2,1,1640,8160,66,-87.89562059,42.03333392,67,Somewhat Walkable,255000,1.5,12.44901882
1.33532E+13,180 N LASALLE 1900,202,230400,1-story,3,2,Partial,0,1,714,4500,106,-87.6330063,41.8854715,96,Walker's Paradise,255000,1,12.44901882
2.82342E+13,2925 W 141ST PL,203,825600,1-story,6,3,Partial,0,0,1200,7043,43,-87.6927412,41.6356624,14,Car-Dependent,110900,1.5,11.61638417
1.71942E+13,1749 W 19TH ST,210,310800,2-story,5,3,Partial,0,0,1440,3000,120,-87.6705404,41.8557225,93,Walker's Paradise,185000,1,12.1281111
2.36307E+12,2805  STARLING LN ROLLING MEADOWS,202,804000,1,4,2,Full,0,1,997,8234,61,-88.01659471,42.07172189,50,Car-Dependent,164000,1,12.00762171
1.21213E+13,7938 W CATHERINE AVE NORWOOD PARK,203,810400,1,6,3,Full,0,1,1229,9180,59,-87.82579948,41.97762349,40,Car-Dependent,389900,1,12.87364557
1.0224E+13,8335  KOSTNER AVE SKOKIE,205,807400,2,7,3,Full,1,1,1444,6027,74,-87.73731295,42.03274646,60,Somewhat Walkable,341000,1.5,12.73963776
6.26206E+12,409  STRATFORD CIR STREAMWOOD,203,804309,1,6,3,Partial,0,1,1360,15294,58,-88.17197828,42.01185587,44,Car-Dependent,181000,1,12.10625231
1.01431E+13,3845  ENFIELD AVE SKOKIE,207,807100,2,8,3,Partial,1,1,1982,7788,52,-87.72464735,42.04142343,78,Very Walkable,270000,1.5,12.50617724
1.01422E+13,9257  DRAKE AVE EVANSTON,203,806700,1,7,3,Full,2,1,1752,11796,60,-87.71636611,42.04972984,49,Car-Dependent,590000,2.5,13.28787782
2.41232E+13,3157 W 101ST ST,203,821900,1-story,6,3,Full,1,1,1248,5200,56,-87.7008071,41.709087,57,Somewhat Walkable,220000,1.5,12.30138283
3.23333E+13,3330 WALLACE AVE,203,829600,1-story,6,3,Partial,0,0,1346,3125,44,-87.6319993,41.4704857,60,Somewhat Walkable,154900,1,11.95053503
1.01912E+13,7000  WRIGHT TER NILES,203,808200,1,5,3,Full,0,1,1128,6295,59,-87.80148685,42.03625535,50,Somewhat Walkable,310000,1,12.64432758
1.0201E+13,8716  GEORGIANA AVE MORTON GROVE,204,808301,5,7,4,Full,0,1,2262,7068,93,-87.78159649,42.03948774,77,Very Walkable,415000,4,12.9360338
1.01831E+13,9134  OAK PARK AVE MORTON GROVE,205,808400,2,6,3,Full,0,1,1362,7440,75,-87.79595594,42.04736173,66,Somewhat Walkable,190000,1.5,12.15477935
2.92931E+13,17216 THROOP ST,202,828402,?,6,3,Full,0,0,896,7854,51,-87.6488834,41.5761929,12,Car-Dependent,105200,1.5,11.56361858
1.61732E+13,1160 S RIDGELAND AVE,205,813100,2-story,6,3,Full,0,0,1540,3150,77,-87.7837214,41.8666498,71,Very Walkable,220000,1,12.30138283
1.91243E+13,5442 S WASHTENAW,203,630500,1-story,6,2,Full,0,0,1032,3750,86,-87.6916379,41.7943219,77,Very Walkable,165000,1,12.01370075
9.10301E+12,9696 N OAK LN DES PLAINES,204,806104,1,8,4,Partial,1,1,2140,36912,55,-87.86213556,42.05551603,48,Car-Dependent,245350,2.5,12.41044104
7.0942E+12,1455  DENNISON RD HOFFMAN ESTATES,203,804713,1,7,4,Full,1,1,1286,9750,48,-88.09467389,42.05331057,41,Car-Dependent,295000,3,12.59473064
2.90822E+13,14528 S JEFFERSON,205,827000,2-story,7,4,Full,0,0,1680,4687,82,-87.6380521,41.6251495,46,Car-Dependent,115000,2,11.65268741
1.50911E+13,135 RICE AVE,202,817000,1-story,5,3,Full,0,0,989,4600,47,-87.8746337,41.8897558,39,Car-Dependent,156000,1,11.95761129
8.1341E+12,280 W MILLERS RD DES PLAINES,203,804902,1,7,4,Full,0,1,1454,10430,54,-87.92811689,42.04218182,36,Car-Dependent,287000,2,12.56723749
6.25117E+12,113  PARKWOOD DR STREAMWOOD,207,804309,2,7,3,Partial,0,1,1758,6300,28,-88.15730747,42.01548868,31,Car-Dependent,221900,1.5,12.30998211
2.41441E+13,10705 S SAWYER AV,203,740300,1-story,7,3,Full,0,1,1320,3750,60,-87.701962,41.6986471,55,Somewhat Walkable,228000,1.5,12.33710091
1.51243E+13,10 BERGMAN CT,203,815900,?,6,3,Full,0,1,1207,7915,66,-87.8097384,41.8818723,89,Very Walkable,355000,1,12.77987307
8.15406E+12,1826 W MAGNOLIA LN MOUNT PROSPECT,203,805108,1,6,3,Full,0,1,1276,7200,47,-87.96771119,42.04282576,50,Somewhat Walkable,275400,1.5,12.52597987
1.30721E+13,5510 N NATCHEZ,203,100600,1-story,5,2,Full,0,1,1080,3720,52,-87.7892257,41.9814543,53,Somewhat Walkable,337000,1.5,12.72783821
1.02232E+13,4501  MADISON ST SKOKIE,203,807400,1,6,4,Full,1,1,1526,6509,61,-87.74045422,42.03153015,68,Somewhat Walkable,277500,2.5,12.53357621
1.72943E+13,3045 SOUTH POPLAR,207,840200,2-story,6,3,Full,0,1,1710,2375,4,-87.6473441,41.8388745,86,Very Walkable,395000,2,12.88664104
1.92311E+13,3741 W 64TH PL,203,650302,1-story,6,3,Full,0,1,1050,3100,83,-87.7170115,41.7757965,79,Very Walkable,235000,2,12.36734079
1.52921E+13,2320 SUNNYSIDE,203,818500,1-story,5,2,Full,2,1,1238,8840,56,-87.8869038,41.8459255,53,Somewhat Walkable,525000,1.5,13.17115354
2.41912E+13,7030 W 114TH PL,203,823101,1-story,6,3,Full,0,1,1267,6250,46,-87.7942011,41.6838164,61,Somewhat Walkable,186000,1,12.13350195
2.5122E+13,2115 E 95TH PL,203,510300,1-story,5,3,Partial,0,0,1134,5704,36,-87.5733963,41.7213303,66,Somewhat Walkable,135000,1,11.81303006
1.01821E+13,6447  ELDORADO DR MORTON GROVE,203,808400,1,5,2,Full,1,1,1664,8325,61,-87.78796146,42.05446436,23,Car-Dependent,350000,1.5,12.76568843
8.24211E+12,228  KINCAID CT DES PLAINES,203,805111,1,6,3,Partial,0,1,1333,9466,55,-87.92628561,42.03375552,34,Car-Dependent,242500,1.5,12.39875699
2.03104E+12,2326 N SUNSET RD PALATINE,203,803608,1,6,4,Partial,1,1,1186,12626,59,-88.05774276,42.15230634,19,Car-Dependent,140000,1,11.8493977
1.60632E+13,612 N GROVE AV,206,812400,2-story,8,4,Full,0,1,2306,8550,112,-87.7958722,41.8969201,60,Somewhat Walkable,547000,3.5,13.21220408
1.60821E+13,5807 W HURON ST,205,251400,2-story,7,3,Full,0,0,1728,5200,109,-87.7704526,41.892613,82,Very Walkable,190000,2,12.15477935
1.9342E+13,4280 W 81ST STREET,203,700301,1-story,6,4,Full,0,1,1025,6840,50,-87.729286,41.7455372,54,Somewhat Walkable,127500,1.5,11.75587164
1.21232E+13,4848 N OZARK AVE,202,770901,1-story,5,3,Full,0,1,981,5166,56,-87.8207592,41.968509,49,Car-Dependent,235000,1,12.36734079
1.01341E+13,1711  LAKE ST EVANSTON,204,809600,5,7,4,Full,0,1,1666,7488,111,-87.69700517,42.04454729,76,Very Walkable,280000,2.5,12.54254488
1.22533E+13,2406 N 77TH CT ELMWOOD PARK,203,810702,1,6,3,Full,0,1,1002,4410,58,-87.82003399,41.9236924,65,Somewhat Walkable,194000,1,12.17561344
9.14107E+12,9238  GREENWOOD AVE DES PLAINES,206,806004,2,9,4,Partial,0,1,3632,12312,70,-87.84093809,42.0484575,79,Very Walkable,178500,2.5,12.09234388
1.63133E+13,3830 WENONA AVE,205,815500,2-story,5,3,Full,0,0,1176,4455,66,-87.7988686,41.8219258,76,Very Walkable,178000,1,12.08953883
1.9314E+13,6429 W 83RD PL,203,821002,1-story,7,3,Partial,0,0,1357,9975,41,-87.7814254,41.7399836,48,Car-Dependent,175000,1,12.07254125
1.32022E+13,5954 W WAVELAND,203,150600,?,7,4,Full,0,0,1425,4625,88,-87.7762756,41.9477591,78,Very Walkable,282000,1.5,12.54966235
1.2103E+13,9626 W RIVER ST SCHILLER PARK,202,770800,1,5,3,Partial,0,1,906,10890,60,-87.8667417,41.96977882,51,Somewhat Walkable,109000,1,11.59910316
2.9222E+13,401 E 164TH PL,203,827801,1-story,6,4,Full,0,1,1714,18000,39,-87.6069508,41.5956578,56,Somewhat Walkable,200000,1.5,12.20607265
1.24408E+12,4291  FOREST GLEN DR HOFFMAN ESTATES,207,804202,2,7,3,Partial,0,1,1981,8520,29,-88.1256332,42.10119873,16,Car-Dependent,399000,2,12.8967167
7.29402E+12,1530  PRINCETON LN SCHAUMBURG,203,804807,1,6,3,Partial,0,1,1186,9197,47,-88.11824892,42.00980571,33,Car-Dependent,217000,2.5,12.28765263
2.41941E+13,11649 S NATCHEZ,203,823102,1-story,7,3,Partial,0,1,1211,8829,51,-87.7804646,41.6784746,13,Car-Dependent,216000,1,12.28303369
1.22512E+13,2911 N 77TH CT ELMWOOD PARK,203,810800,1,5,3,Full,0,1,1110,3840,85,-87.8196612,41.93288921,68,Somewhat Walkable,154000,1,11.94470788
1.5093E+13,216 BOHLAND,207,817000,2-story,6,3,Full,0,1,1190,5400,56,-87.8776249,41.8884154,54,Somewhat Walkable,167000,1,12.02574909
2.8254E+13,17100 HIGHLAND,203,825503,1-story,6,3,Partial,0,1,1379,7906,55,-87.6838267,41.5784593,28,Car-Dependent,134900,1,11.81228904
1.01541E+13,9151  KARLOV AVE SKOKIE,203,807100,1,7,4,Full,0,1,1795,7495,57,-87.72981281,42.04771728,61,Somewhat Walkable,376500,2.5,12.83867333
2.41331E+13,10945 S KEDZIE,203,740100,1-story,5,3,Full,0,0,1161,5625,52,-87.7006146,41.6939132,66,Somewhat Walkable,218000,1,12.29225034
1.91843E+13,6239 S NEENAH AVE,202,640400,1-story,4,2,Full,0,0,792,4687,61,-87.7846533,41.7782817,71,Very Walkable,228000,1,12.33710091
1.90633E+13,4610 S KENILWORTH AVE,202,820800,1-story,5,2,Full,0,0,774,5480,52,-87.794899,41.808194,26,Car-Dependent,100000,1,11.51292546
1.50823E+13,301 GENEVA,207,816900,2-story,5,2,Full,0,1,1000,5550,58,-87.8880252,41.8868523,63,Somewhat Walkable,187000,1,12.1388639
1.80441E+13,412 EAST AVE,210,819500,2-story,5,2,Partial,0,1,874,2084,71,-87.8599436,41.8103826,63,Somewhat Walkable,126000,1,11.74403719
1.03141E+13,6546 N NATOMA AVE,203,100200,1-story,5,3,Partial,0,0,1354,6645,81,-87.7926011,42.0005336,64,Somewhat Walkable,245000,1,12.40901349
1.0281E+13,5505  OAKTON ST MORTON GROVE,203,808302,1,5,2,Partial,0,1,1080,2700,63,-87.76506027,42.02612621,50,Somewhat Walkable,198000,1,12.19602231
2.19131E+12,4431  OLMSTEAD DR HOFFMAN ESTATES,207,804104,2,6,3,Partial,0,1,1547,4352,41,-88.11645449,42.10417672,35,Car-Dependent,188000,1.5,12.14419724
1.63232E+13,3726 S HIGHLAND,203,815500,1-story,5,2,Full,0,0,1027,3706,51,-87.7805415,41.8242135,49,Car-Dependent,169500,1,12.04060821
1.8172E+13,1316 W 59TH ST,203,820104,1-story,7,4,Partial,0,0,1199,19740,56,-87.8861338,41.7831124,28,Car-Dependent,327000,1.5,12.69771545
1.92331E+13,3727 W 68 PLACE,203,650400,?,6,3,Full,0,0,1324,5250,65,-87.7162767,41.7685438,67,Somewhat Walkable,187500,1,12.14153412
1.91022E+13,4811 S KOMENSKY AV,203,570300,1-story,6,3,Full,0,0,1274,3780,69,-87.7244382,41.8056515,84,Very Walkable,275900,1,12.52779376
1.30831E+13,5046 N MELVINA,203,110300,?,6,3,Full,0,0,1650,4030,71,-87.7833852,41.973447,64,Somewhat Walkable,287000,1,12.56723749
2.50332E+13,9331 S FOREST AVE,203,490300,?,7,4,Full,0,1,1701,3720,84,-87.6163431,41.7245591,53,Somewhat Walkable,250000,2,12.4292162
1.90922E+13,4937 S LAPORTE AV,202,560300,1-story,4,2,Full,0,0,951,3780,57,-87.7464345,41.8028256,63,Somewhat Walkable,380000,1,12.84792653
2.40141E+13,2752 W 94TH PL,203,821800,1-story,5,3,Full,0,1,1340,5160,47,-87.6915668,41.7219686,77,Very Walkable,205500,1,12.23320131
1.5254E+13,595 SELBORNE RD,203,815701,2-story,9,4,Full,1,1,2062,6200,73,-87.8077029,41.8411869,60,Somewhat Walkable,339000,2,12.73375539
2.5163E+13,10732 S UNION AVE,202,491100,1-story,4,2,Full,0,0,910,4375,52,-87.6404036,41.6986484,54,Somewhat Walkable,129900,1,11.7745202
2.93641E+13,18323 OLDE FARM RD,204,828202,1-story,7,3,Partial,1,1,2261,9342,30,-87.5671033,41.5622152,33,Car-Dependent,270000,2.5,12.50617724
1.21341E+13,4117 N ODELL AVE NORRIDGE,202,810502,1,6,3,Full,0,1,900,3750,84,-87.81059548,41.95528615,76,Very Walkable,295000,1.5,12.59473064
1.63032E+13,3006 S MAPLE AVE,203,815400,1-story,6,3,Full,0,0,1708,5535,80,-87.8021721,41.8373955,66,Somewhat Walkable,456500,2,13.03134398
5.334E+12,1809  WILMETTE AVE WILMETTE,205,801100,2,7,4,Full,0,1,1730,6250,106,-87.72114986,42.07216445,59,Somewhat Walkable,345000,2,12.7512997
2.53222E+13,12750 S CARPENTER,203,821402,1-story,5,3,Full,0,0,1033,4400,52,-87.6479198,41.6618748,63,Somewhat Walkable,121000,1,11.70354582
2.73411E+13,9245 BAYBERRY LN,204,824117,1-story,7,3,Partial,1,1,2017,9920,18,-87.8441933,41.5680577,50,Car-Dependent,349900,2.5,12.76540268
1.8093E+13,948 S CATHERINE AVE,204,819700,1-story,6,4,Partial,1,1,1847,9381,37,-87.8730342,41.7960588,63,Somewhat Walkable,365000,3,12.80765263
1.43022E+13,1806 W DIVERSEY PKWY 1,207,51300,3-story,6,3,Partial,1,1,1935,1601,18,-87.673959,41.932563,85,Very Walkable,479000,2.5,13.07945588
1.30942E+13,5137 W AINSLIE,203,110502,1-story,4,2,Partial,0,0,1004,3150,46,-87.7565936,41.9695609,78,Very Walkable,337000,1,12.72783821
1.02532E+13,7318 N CALIFORNIA,203,20200,1-story,6,3,Partial,1,1,1337,4000,55,-87.6999881,42.0144831,62,Somewhat Walkable,272500,1.5,12.51539389
9.35408E+12,903 S PROSPECT AVE PARK RIDGE,204,805600,5,9,5,Partial,1,1,2425,9570,85,-87.83237717,41.99992142,60,Somewhat Walkable,505000,2.5,13.13231371
1.40513E+13,1303 W NORWOOD,205,30200,2-story,8,4,Full,0,0,2044,3997,103,-87.66301,41.991522,94,Walker's Paradise,542500,1,13.20394336
6.33407E+12,221 S MAPLEWOOD LN BARTLETT,207,804506,2,7,3,Partial,1,1,1641,11618,39,-88.2062545,41.99350599,18,Car-Dependent,237500,1.5,12.3779229
1.6063E+13,824 WOODBINE AVE,205,812302,2-story,6,3,Full,0,0,1200,5332,103,-87.7990223,41.9007398,50,Car-Dependent,445000,1.5,13.00582956
1.30734E+13,4844 N NEVA AVE,203,100700,1-story,6,3,Full,1,1,1394,5000,52,-87.8063203,41.9696284,82,Very Walkable,350100,1.5,12.76597411
1.52032E+13,11144 SHELLEY ST,202,818402,1-story,4,2,Full,0,1,992,6150,53,-87.8985189,41.8490477,44,Car-Dependent,137000,1,11.8277362
2.41331E+13,10952 S ALBANY,203,740100,1-story,5,3,Full,0,0,1080,3125,38,-87.6987667,41.6936818,65,Somewhat Walkable,225000,1,12.32385568
1.61732E+13,1153 CUYLER AVE,205,813100,2-story,6,3,Full,0,0,1368,4158,87,-87.7830297,41.8669661,71,Very Walkable,371000,1.5,12.82395734
2.0301E+13,536 S CLARK ST,203,672000,1-story,5,3,Partial,0,1,1060,3125,38,-87.6309343,41.8751183,99,Walker's Paradise,133000,1,11.79810441
1.32842E+13,5046 W ALTGELD ST,203,190800,1-story,9,3,Full,0,0,1057,3720,85,-87.753133,41.9262021,83,Very Walkable,280000,2,12.54254488
1.21231E+13,7827 W GUNNISON ST NORRIDGE,202,770901,1,5,3,Full,0,1,999,5250,60,-87.82325966,41.96768336,48,Car-Dependent,225000,1,12.32385568
1.93311E+13,7906 LONG AVE,207,821102,2-story,6,4,Partial,0,0,1497,10374,55,-87.7562091,41.7482409,70,Very Walkable,119900,1,11.69441334
9.12105E+12,2551  FONTANA DR GLENVIEW,203,805201,1,6,4,Full,0,1,1560,11200,60,-87.82188424,42.06244215,30,Car-Dependent,520000,2,13.16158409
2.5213E+13,656 W 116TH ST,202,530200,1-story,5,2,Full,0,0,902,3875,111,-87.639594,41.6841986,71,Very Walkable,99000,1,11.50287513
3.01923E+13,1344 SUPERIOR,203,826202,1-story,5,3,Partial,0,0,1147,5800,51,-87.5294871,41.6155909,74,Very Walkable,130000,1,11.77528973
1.92311E+13,3812 W 64TH ST,204,650302,1-story,8,4,Full,1,0,2034,8060,84,-87.7183776,41.7771248,83,Very Walkable,279000,2,12.53896706
6.25419E+12,7400  GLADIOLA AVE HANOVER PARK,203,804510,1,5,3,Full,0,1,1324,8923,47,-88.15368773,42.00679467,71,Very Walkable,207500,2,12.24288662
6.24307E+12,405  SHERWOOD DR STREAMWOOD,202,804306,1,5,2,Partial,0,1,966,6661,45,-88.16208457,42.02132628,21,Car-Dependent,158000,1.5,11.97035031
3.11421E+13,3200 OREGON TRAIL,208,830005,2-story,8,4,Full,1,1,3807,14224,15,-87.6942236,41.5262081,56,Somewhat Walkable,551440,2.5,13.22028832
2.90341E+13,14329 CHICAGO RD,204,826500,?,8,4,Full,0,1,2862,13263,97,-87.6072594,41.6341542,62,Somewhat Walkable,160000,2,11.98292909
1.30811E+13,5416 N MULLIGAN AV,203,110300,?,4,3,Full,0,1,1350,3720,56,-87.7868339,41.979812,54,Somewhat Walkable,299900,1,12.61120436
1.8092E+13,540 S 9TH AVE,202,819600,1-story,6,3,Partial,0,0,812,6750,53,-87.8646235,41.8036751,60,Somewhat Walkable,315000,1.5,12.66032792
1.22642E+13,2520  CLINTON ST RIVER GROVE,202,811100,1,4,3,Full,0,1,831,3750,92,-87.831106,41.92548177,64,Somewhat Walkable,135000,1.5,11.81303006
1.32941E+13,5936 WRIGHTWOOD AV,202,190602,1-story,4,1,Partial,0,0,840,4125,101,-87.7749689,41.9278655,73,Very Walkable,169900,1,12.04296531
1.20112E+13,7679 W NORWOOD,203,100400,?,6,3,Partial,1,1,1229,9862,61,-87.8199145,41.9894689,40,Car-Dependent,400000,2,12.89921983
1.32913E+13,2830 N MCVICKER,202,190401,1-story,3,1,Full,0,0,462,3720,92,-87.7774286,41.9320577,76,Very Walkable,193896,1,12.17507721
2.4272E+13,11959 S KEELER,203,823303,1-story,5,3,Full,1,1,1144,7182,44,-87.7242265,41.674985,72,Very Walkable,254000,1,12.44508955
2.40131E+13,9222 S TROY,202,821600,1-story,4,2,Full,0,1,911,4800,53,-87.7010381,41.7255405,66,Somewhat Walkable,193000,1,12.17044547
3.00841E+13,621 DOUGLAS AVE,203,826000,1-story,5,2,Full,0,1,1052,4000,79,-87.5260426,41.6178152,76,Very Walkable,95900,1,11.47106126
1.53421E+13,3227 VERNON AV,202,818700,1-story,5,2,Full,0,0,870,3780,82,-87.845218,41.832253,62,Somewhat Walkable,132000,1,11.7905572
1.92942E+13,5911 W 75TH PL,203,820901,1-story,6,3,Full,0,1,1276,5625,19,-87.7677785,41.755265,31,Car-Dependent,175000,1,12.07254125
2.13304E+12,150  BABCOCK DR PALATINE,203,803607,1,6,3,Partial,0,1,1397,8800,54,-88.02344164,42.11342734,34,Car-Dependent,269000,1,12.50246666
9.19412E+12,1410 S 5TH AVE DES PLAINES,202,770601,1,6,3,Full,0,1,999,7040,59,-87.90694079,42.02675345,52,Somewhat Walkable,197000,1.5,12.19095901
1.0092E+13,10048  BRONX AVE SKOKIE,207,806900,2,7,3,Full,0,1,1907,4720,57,-87.75063639,42.06398947,62,Somewhat Walkable,321445,1,12.68058173
1.31523E+13,4414 N KEELER,205,160200,2-story,5,3,Partial,0,0,1494,5925,116,-87.7330178,41.9613574,85,Very Walkable,333500,1,12.71739814
1.22421E+13,3945 N OCTAVIA,203,170400,1-story,6,3,Full,0,1,1344,3720,10,-87.8093544,41.9519553,72,Very Walkable,365000,1.5,12.80765263
6.25317E+12,810  BUSSEY CT STREAMWOOD,203,804509,1,6,3,Full,0,1,1132,9883,42,-88.16134348,42.00343909,41,Car-Dependent,208000,1.5,12.24529336
1.6204E+13,1636 S 58TH CT,203,813400,?,6,3,Full,0,1,1448,3780,82,-87.770533,41.856696,83,Very Walkable,216000,1,12.28303369
8.12223E+12,306 S EDWARD ST MOUNT PROSPECT,203,804901,5,8,4,Full,0,1,1676,8000,90,-87.92610837,42.06034351,69,Somewhat Walkable,440000,2,12.99453001
1.62621E+13,2345 S CENTRAL PARK AV,205,300700,2-story,8,4,Full,0,1,2630,3125,125,-87.7146435,41.8485234,84,Very Walkable,148000,2.5,11.90496755
2.80841E+13,5647 FERN AVE,203,824506,1-story,5,3,Partial,0,0,1120,7590,43,-87.7585545,41.6222179,26,Car-Dependent,137500,1,11.8313792
1.90342E+13,4624 S KOMENSKY AVE,205,570200,2-story,6,3,Partial,0,0,1600,6048,70,-87.7250923,41.8089255,79,Very Walkable,230000,1,12.34583459
1.31423E+13,4432 N SPAULDING AVE,204,140702,?,9,4,Partial,0,1,2050,3750,103,-87.7110462,41.9621616,88,Very Walkable,500000,2,13.12236338
1.43121E+13,1626 N PAULINA ST,207,832300,2-story,6,3,Full,0,1,1391,2976,13,-87.6704201,41.9114302,93,Walker's Paradise,580000,1.5,13.27078338
1.0141E+13,3825  GOLF RD EVANSTON,205,806700,2,8,4,Full,1,1,1630,8646,66,-87.72348742,42.0550762,47,Car-Dependent,355000,2,12.77987307
1.91241E+13,5131 S ARTESIAN,202,630500,1-story,5,2,Full,0,0,756,2725,107,-87.6851771,41.8002156,75,Very Walkable,95000,1,11.46163217
1.22841E+13,2717  ELDER LN FRANKLIN PARK,205,811402,2,6,3,Full,0,1,1345,8856,69,-87.87021292,41.92873377,72,Very Walkable,225000,2,12.32385568
1.5063E+13,1142 RICHARD,202,816800,1-story,6,3,Full,0,0,980,6700,45,-87.9169896,41.8929716,24,Car-Dependent,390000,1,12.87390202
8.10101E+12,1011 S PINE AVE ARLINGTON HEIGHTS,204,805110,1,6,2,Full,0,1,1846,8910,21,-87.97833306,42.06627348,54,Somewhat Walkable,215000,1.5,12.27839331
2.51032E+13,53 E 101ST ST,203,490800,1-story,5,3,Full,0,1,1080,3750,41,-87.6214725,41.7106277,60,Somewhat Walkable,94000,1.5,11.45105006
3.23221E+13,P O BOX 2528,202,829500,1-story,4,2,Full,0,0,952,5853,46,-87.6355995,41.506146,66,Somewhat Walkable,79000,1,11.27720313
1.52722E+13,9026 W FORESTVIEW AVE,205,818000,2-story,7,4,Partial,0,1,1784,4480,61,-87.848497,41.845236,56,Somewhat Walkable,228000,2.5,12.33710091
1.92212E+13,6628 S KILPATRICK AVE,202,640800,1-story,4,2,Full,0,1,988,3750,73,-87.7399418,41.7720918,63,Somewhat Walkable,80000,1,11.28978191
1.33031E+13,2648 N NORDICA,202,831600,1-story,5,2,Full,0,1,792,3125,81,-87.8030555,41.9285982,79,Very Walkable,245000,1,12.40901349
2.53212E+13,12805 S ELIZABETH,202,821402,1-story,5,3,Full,0,1,975,4360,57,-87.6520436,41.6610247,74,Very Walkable,105000,1,11.56171563
3.22542E+13,14829 S OAK,203,828503,1-story,7,4,Partial,0,0,1257,6820,51,-87.6035752,41.6251004,61,Somewhat Walkable,69000,1,11.14186178
1.03642E+13,6627 N ARTESIAN,203,20602,1-story,5,3,Full,0,0,1115,4125,89,-87.6909397,42.0022348,90,Very Walkable,213500,1,12.27139211
1.62921E+13,5742 W 24TH ST,203,813900,2-story,9,5,Full,0,1,2218,4199,90,-87.7683577,41.8474927,82,Very Walkable,177000,3,12.08390501
2.50712E+13,9724 S OAKLEY,207,720300,2-story,5,3,Partial,2,0,1686,4305,61,-87.6797828,41.7165604,75,Very Walkable,380000,2.5,12.84792653
2.63231E+13,13518 AVENUE M,203,550100,1-story,5,3,Full,0,0,1155,3750,74,-87.5377357,41.6494073,38,Car-Dependent,95000,1,11.46163217
1.92213E+13,4504 W 65TH ST,203,650301,1-story,5,3,Full,0,1,1170,4988,46,-87.7351528,41.7750473,68,Somewhat Walkable,230000,1,12.34583459
1.72032E+13,1326 W CULLERTON,202,310600,1-story,4,2,Partial,0,0,882,3100,142,-87.659868,41.855381,95,Walker's Paradise,195000,1,12.18075484
2.41822E+13,6536 RIDGE DR,203,823001,1-story,5,2,Full,0,0,1072,8100,47,-87.6297982,41.8781136,99,Walker's Paradise,150000,1,11.91839057
3.00612E+13,14017 SAGINAW AV,202,825700,1-story,5,2,Partial,0,0,812,5280,57,-87.5577587,41.6402621,35,Car-Dependent,68000,1,11.12726298
1.31741E+13,4116 N MASON AV,203,150402,?,7,3,Full,0,0,1662,3750,83,-87.7758913,41.9554182,73,Very Walkable,327000,1,12.69771545
9.24415E+12,8110 N OCTAVIA AVE NILES,203,805402,1,5,3,Partial,0,1,1437,7440,55,-87.80923487,42.02830925,60,Somewhat Walkable,315000,1.5,12.66032792
9.14109E+12,9442  GREENWOOD DR DES PLAINES,203,806004,1,5,2,Full,0,1,1003,16650,68,-87.84410252,42.05205041,60,Somewhat Walkable,180000,1,12.10071213
2.40112E+13,9025 S ALBANY AVE,207,821600,2-story,6,3,Partial,1,0,1677,5120,58,-87.6993057,41.729044,63,Somewhat Walkable,160000,2,11.98292909
9.27116E+12,721  RIVERSIDE DR PARK RIDGE,203,805801,1,6,3,Full,1,1,1424,14540,60,-87.86453497,42.01996228,21,Car-Dependent,325000,2,12.69158046
1.82521E+13,7256 SOUTH THOMAS,202,820502,1-story,5,2,Partial,0,0,963,9972,47,-87.8042216,41.7500323,74,Very Walkable,90000,1,11.40756495
